condition,video,frames,accuracy,precision_macro,recall_macro,jaccard_macro,prec_Preparation,prec_CalotTriangleDissection,prec_ClippingCutting,prec_GallbladderDissection,prec_GallbladderPackaging,prec_CleaningCoagulation,prec_GallbladderRetraction,rec_Preparation,rec_CalotTriangleDissection,rec_ClippingCutting,rec_GallbladderDissection,rec_GallbladderPackaging,rec_CleaningCoagulation,rec_GallbladderRetraction,jac_Preparation,jac_CalotTriangleDissection,jac_ClippingCutting,jac_GallbladderDissection,jac_GallbladderPackaging,jac_CleaningCoagulation,jac_GallbladderRetraction
Original,video62,2032,0.890255905511811,0.9234664198679008,0.8905738868756224,0.8229232726603523,1.0,0.9977324263038548,0.9538461538461539,0.7792792792792793,0.875,0.8584070796460177,1.0,0.95,0.822429906542056,0.8857142857142857,0.9885714285714285,0.7777777777777778,1.0,0.8095238095238095,0.95,0.8208955223880597,0.8493150684931506,0.7723214285714286,0.7,0.8584070796460177,0.8095238095238095
Original,video63,3433,0.8138654238275561,0.6932028040664511,0.7975718351076392,0.5449299979750848,1.0,0.991130820399113,0.625,0.9343459088682019,0.8047808764940239,0.2324561403508772,0.2647058823529412,0.5,0.7589134125636672,1.0,0.8345733041575493,0.8145161290322581,1.0,0.675,0.5,0.7537942664418212,0.625,0.7883422902025631,0.6801346801346801,0.2324561403508772,0.23478260869565218
Original,video64,2398,0.871976647206005,0.8806467922302075,0.8807543399356763,0.7762790871435142,0.8026315789473685,1.0,0.8969072164948454,0.7550403225806451,0.8495575221238938,0.8695652173913043,0.9908256880733946,1.0,0.8049242424242424,0.8446601941747572,0.9803664921465969,0.9411764705882353,0.7821229050279329,0.8120300751879699,0.8026315789473685,0.8049242424242424,0.7699115044247787,0.7437934458788481,0.8067226890756303,0.7,0.8059701492537313
Original,video65,1873,0.9337960491190603,0.7053194831651668,0.7427915630699562,0.6379391132776329,1.0,0.9714285714285714,0.8677685950413223,1.0,0.7647058823529411,0.0,0.3333333333333333,0.751004016064257,0.9877094972067039,0.9722222222222222,0.9525691699604744,0.8333333333333334,0.0,0.7027027027027027,0.751004016064257,0.9598262757871878,0.8467741935483871,0.9525691699604744,0.6632653061224489,0.0,0.29213483146067415
Original,video66,1824,0.9528508771929824,0.909626471385297,0.8794990478936794,0.8278053737951344,0.9615384615384616,0.9908536585365854,0.9329268292682927,0.9559412550066756,0.855072463768116,0.6710526315789473,1.0,1.0,0.9984639016897081,0.95625,0.984869325997249,0.7108433734939759,0.5930232558139535,0.9130434782608695,0.9615384615384616,0.989345509893455,0.8947368421052632,0.9421052631578948,0.6344086021505376,0.4594594594594595,0.9130434782608695
Original,video67,2353,0.9001274968125796,0.7978611426420869,0.9164017742862988,0.7322190693393745,1.0,0.9563106796116505,0.7552447552447552,0.9666295884315906,0.568,0.33884297520661155,1.0,0.8134715025906736,0.9259694477085781,0.9908256880733946,0.8777777777777778,0.8987341772151899,0.9534883720930233,0.9545454545454546,0.8134715025906736,0.8883878241262683,0.75,0.8519607843137255,0.5338345864661654,0.3333333333333333,0.9545454545454546
Original,video68,1972,0.8772819472616633,0.8392477606226798,0.8545223501824818,0.7023866556030446,1.0,0.9395886889460154,0.7941176470588235,0.8904593639575972,0.673469387755102,0.9770992366412213,0.6,0.5392156862745098,0.8839177750906893,1.0,0.9455909943714822,0.9565217391304348,0.6564102564102564,1.0,0.5392156862745098,0.8363844393592678,0.7941176470588235,0.8470588235294118,0.6534653465346535,0.6464646464646465,0.6
Original,video69,4575,0.9709289617486339,0.8234105775571293,0.7976801884191865,0.7736128638623152,0.9583333333333334,0.9994079336885732,0.9957537154989384,0.978978978978979,0.8406593406593407,0.0,0.9907407407407407,1.0,0.9982259018332348,0.916015625,0.985390428211587,0.7536945812807881,0.0,0.9304347826086956,0.9583333333333334,0.9976359338061466,0.9124513618677043,0.9649728663048841,0.6594827586206896,0.0,0.9224137931034483
Original,video70,1194,0.8969849246231156,0.7649223118413919,0.783731066149595,0.6965258346330325,0.7954545454545454,0.9919354838709677,0.8878504672897196,0.8164705882352942,0.8627450980392157,0.0,1.0,1.0,0.9820359281437125,0.95,0.9506849315068493,0.967032967032967,0.0,0.6363636363636364,0.7954545454545454,0.9742574257425742,0.8482142857142857,0.7832957110609481,0.8380952380952381,0.0,0.6363636363636364
Original,video71,2515,0.8874751491053678,0.7551880394354827,0.7365008037277725,0.6614039606140842,1.0,0.9655831739961759,0.8382352941176471,0.8133462282398453,0.8913738019169329,0.0,0.7777777777777778,0.8611111111111112,0.8381742738589212,0.9344262295081968,0.9272326350606395,0.9858657243816255,0.0,0.6086956521739131,0.8611111111111112,0.8138597904915391,0.7916666666666666,0.7645454545454545,0.8801261829652997,0.0,0.5185185185185185
Original,video72,3106,0.8686413393432066,0.8545605286551309,0.8580260949013303,0.7244558489144513,1.0,0.9311449159327462,0.8538461538461538,0.9817204301075269,0.8020833333333334,0.5178907721280602,0.8952380952380953,0.4744525547445255,0.9847586790855207,0.9823008849557522,0.7621035058430717,0.9871794871794872,0.9450171821305842,0.8703703703703703,0.4744525547445255,0.9179163378058406,0.8409090909090909,0.751440329218107,0.7938144329896907,0.5027422303473492,0.7899159663865546
Original,video73,1356,0.9749262536873157,0.9556817046260642,0.9589536697963197,0.9161704062675631,1.0,0.9874015748031496,0.9696969696969697,0.9791666666666666,0.7966101694915254,0.9568965517241379,1.0,0.9484536082474226,0.9952380952380953,0.9230769230769231,0.9825783972125436,1.0,0.9327731092436975,0.9305555555555556,0.9484536082474226,0.9827586206896551,0.897196261682243,0.962457337883959,0.7966101694915254,0.8951612903225806,0.9305555555555556
Original,video74,1634,0.7246022031823746,0.7919116523971048,0.6409884622227574,0.5631659880762201,1.0,0.9214285714285714,0.9084507042253521,0.7299270072992701,0.8981481481481481,0.08542713567839195,1.0,0.4942528735632184,0.6231884057971014,1.0,0.8486562942008486,0.9509803921568627,0.18888888888888888,0.38095238095238093,0.4942528735632184,0.591743119266055,0.9084507042253521,0.6458557588805167,0.8584070796460177,0.0625,0.38095238095238093
Original,video75,1923,0.9214768590743629,0.7059479803186897,0.6717400150482356,0.5672619335672803,1.0,0.8304347826086956,0.7076923076923077,1.0,1.0,0.0,0.40350877192982454,0.4344262295081967,1.0,0.8214285714285714,0.9739932885906041,0.7753623188405797,0.0,0.696969696969697,0.4344262295081967,0.8304347826086956,0.6133333333333333,0.9739932885906041,0.7753623188405797,0.0,0.34328358208955223
Original,video76,2649,0.7617969044922612,0.8774951485074878,0.7016179168217357,0.5879293649366023,1.0,0.9580745341614907,0.9862385321100917,0.6423927178153446,0.5847457627118644,0.9710144927536232,1.0,0.13333333333333333,0.6677489177489178,0.4684095860566449,0.9772502472799208,1.0,0.6979166666666666,0.9666666666666667,0.13333333333333333,0.6487907465825447,0.4653679653679654,0.6329276105060858,0.5847457627118644,0.6836734693877551,0.9666666666666667
Original,video77,2502,0.9172661870503597,0.8780140536453208,0.8849924071497703,0.7632603303718977,1.0,0.8480392156862745,0.9851851851851852,0.9977628635346756,0.8111111111111111,1.0,0.504,0.4375,0.9985569985569985,0.9568345323741008,0.970620239390642,1.0,0.8314350797266514,1.0,0.4375,0.847001223990208,0.9432624113475178,0.9685124864277959,0.8111111111111111,0.8314350797266514,0.504
Original,video78,739,0.8728010825439784,0.8735786828318025,0.7737321005381997,0.6800065758787345,1.0,0.9142857142857143,0.8266666666666667,0.8816568047337278,0.7297297297297297,0.7627118644067796,1.0,0.4318181818181818,1.0,0.96875,0.9197530864197531,0.8571428571428571,0.6164383561643836,0.6222222222222222,0.4318181818181818,0.9142857142857143,0.8051948051948052,0.8186813186813187,0.6506024096385542,0.5172413793103449,0.6222222222222222
Original,video79,3414,0.8632103104862332,0.8269693089842077,0.7480849429108906,0.600448964099276,1.0,0.9770937723693629,0.6073059360730594,0.8689655172413793,0.7410714285714286,0.6351648351648351,0.9591836734693877,0.4074074074074074,0.8727621483375959,0.9925373134328358,0.9290322580645162,0.8137254901960784,0.9413680781758957,0.27976190476190477,0.4074074074074074,0.8552631578947368,0.6045454545454545,0.814874696847211,0.6335877862595419,0.6109936575052854,0.27647058823529413
Original,video80,1724,0.8735498839907193,0.8286681456944616,0.8222053237030895,0.6645295755114567,1.0,0.9717171717171718,0.927007299270073,0.6737400530503979,0.975609756097561,0.28,0.9726027397260274,0.543859649122807,0.891566265060241,0.9621212121212122,0.9657794676806084,0.8695652173913043,0.9545454545454546,0.568,0.543859649122807,0.8690153568202349,0.8943661971830986,0.6580310880829016,0.851063829787234,0.27631578947368424,0.5590551181102362
CRF18,video49,1671,0.9287851585876721,0.8833162441526371,0.9316203377482132,0.8236549345279237,1.0,0.9756838905775076,0.6161616161616161,0.9507640067911715,0.8735632183908046,0.9707446808510638,0.7962962962962963,0.9222222222222223,0.8469656992084432,0.9682539682539683,0.9671848013816926,0.8735632183908046,0.9431524547803618,1.0,0.9222222222222223,0.8294573643410853,0.6039603960396039,0.9210526315789473,0.7755102040816326,0.9170854271356784,0.7962962962962963
CRF18,video50,1094,0.8555758683729433,0.767856053144796,0.6192503292875415,0.5391841608760264,1.0,0.8961748633879781,0.9032258064516129,0.8034398034398035,0.7721518987341772,0.0,1.0,0.22388059701492538,0.861646234676007,0.8,0.9849397590361446,1.0,0.0,0.4642857142857143,0.22388059701492538,0.7834394904458599,0.7368421052631579,0.7936893203883495,0.7721518987341772,0.0,0.4642857142857143
CRF18,video51,2944,0.7856657608695652,0.8709897905264062,0.8415163976031393,0.7370306999182903,1.0,0.9769150052465897,0.8440677966101695,0.5267379679144385,0.8425925925925926,0.9251336898395722,0.9814814814814815,0.9453781512605042,0.8246235606731621,0.3939873417721519,0.9817275747508306,0.978494623655914,0.9251336898395722,0.8412698412698413,0.9453781512605042,0.8088618592528236,0.3672566371681416,0.5216240070609003,0.8272727272727273,0.8606965174129353,0.828125
CRF18,video52,1966,0.9623601220752798,0.946450131317741,0.9556035820221475,0.9034873904323576,0.9565217391304348,0.9486652977412731,0.9731543624161074,0.9695431472081218,0.788235294117647,0.9890310786106032,1.0,1.0,0.9746835443037974,0.8868501529051988,0.9744897959183674,1.0,0.9836363636363636,0.8695652173913043,0.9565217391304348,0.9258517034068137,0.8656716417910447,0.9455445544554455,0.788235294117647,0.9730215827338129,0.8695652173913043
CRF18,video53,3283,0.9034419738044471,0.8280085046598756,0.8587067106603398,0.6964426157730726,1.0,0.9818956336528222,0.7391304347826086,1.0,0.2961165048543689,0.8173784977908689,0.9615384615384616,0.746268656716418,0.8412408759124088,1.0,0.9512378094523631,0.9838709677419355,0.9327731092436975,0.5555555555555556,0.746268656716418,0.8283917340521114,0.7391304347826086,0.9512378094523631,0.2946859903381642,0.7719054242002782,0.5434782608695652
CRF18,video54,3100,0.9132258064516129,0.8950724032482128,0.8283038127196248,0.730684196168414,1.0,0.864530225782957,1.0,0.9987623762376238,0.7087378640776699,0.9740518962075848,0.7194244604316546,0.376,1.0,0.6615384615384615,0.8858397365532382,1.0,0.9818913480885312,0.8928571428571429,0.376,0.864530225782957,0.6615384615384615,0.8848684210526315,0.7087378640776699,0.9568627450980393,0.6622516556291391
CRF18,video55,1037,0.9469623915139826,0.9175457790943821,0.8965397748092692,0.8224925673081949,1.0,0.9644351464435147,0.8985507246376812,1.0,0.9433962264150944,0.6164383561643836,1.0,1.0,1.0,0.7848101265822784,0.9541284403669725,0.9259259259259259,0.9782608695652174,0.6326530612244898,1.0,0.9644351464435147,0.7209302325581395,0.9541284403669725,0.8771929824561403,0.6081081081081081,0.6326530612244898
CRF18,video56,1834,0.836423118865867,0.8290294208775377,0.8455966569860444,0.6871046711305805,1.0,0.9367888748419722,0.6153846153846154,0.778175313059034,0.58,0.8928571428571429,1.0,0.5238095238095238,0.8325842696629213,1.0,0.8365384615384616,1.0,0.9615384615384616,0.7647058823529411,0.5238095238095238,0.7882978723404256,0.6153846153846154,0.6754658385093167,0.58,0.8620689655172413,0.7647058823529411
CRF18,video57,2632,0.8943768996960486,0.8511767502276699,0.9328361441240824,0.7961082796828954,0.993103448275862,0.9962546816479401,0.6385135135135135,0.9110169491525424,0.6637931034482759,0.7555555555555555,1.0,0.993103448275862,0.8142857142857143,0.9593908629441624,0.9297297297297298,0.9506172839506173,0.951048951048951,0.9316770186335404,0.9863013698630136,0.8118006103763988,0.6217105263157895,0.8523290386521308,0.6416666666666667,0.7272727272727273,0.9316770186335404
CRF18,video58,5993,0.6834640413816119,0.7499918687530549,0.8268647305033472,0.6246561834922993,0.9714285714285714,0.9732678668848882,0.33972240581625907,0.630272952853598,0.6041666666666666,0.8526315789473684,0.8784530386740331,0.85,0.5267198110422202,0.7626112759643917,0.9577677224736049,0.9830508474576272,0.8966789667896679,0.8112244897959183,0.8292682926829268,0.519208381839348,0.30723251643753735,0.61323032351521,0.5979381443298969,0.7763578274760383,0.7293577981651376
CRF18,video59,1046,0.9445506692160612,0.9319970547012355,0.8790607232079857,0.8147928380321751,0.9722222222222222,0.9847826086956522,0.9850746268656716,0.9329073482428115,0.9782608695652174,0.6707317073170732,1.0,1.0,0.9977973568281938,0.825,1.0,0.6818181818181818,0.9821428571428571,0.6666666666666666,0.9722222222222222,0.982646420824295,0.8148148148148148,0.9329073482428115,0.6716417910447762,0.6626506024096386,0.6666666666666666
CRF18,video60,2532,0.6453396524486572,0.613459305571201,0.7615466098516762,0.49828193191199543,1.0,0.9890981169474727,0.7934782608695652,0.1312997347480106,0.8046875,0.4050632911392405,0.17058823529411765,0.9287925696594427,0.5613048368953881,0.8690476190476191,0.9339622641509434,0.9537037037037037,0.3404255319148936,0.7435897435897436,0.9287925696594427,0.557853549468977,0.7087378640776699,0.13009198423127463,0.7744360902255639,0.22695035460992907,0.16111111111111112
CRF18,video61,4409,0.8961215695168973,0.7352898167080663,0.7539800938458526,0.5844107353018939,1.0,0.8339191564147628,0.8711656441717791,0.9797771357820884,0.36818181818181817,0.5,0.5939849624060151,0.7142857142857143,0.983419689119171,0.743455497382199,0.928068803752932,1.0,0.08571428571428572,0.8229166666666666,0.7142857142857143,0.8223570190641247,0.6698113207547169,0.9106252397391638,0.36818181818181817,0.07894736842105263,0.5266666666666666
CRF18,video62,2032,0.8366141732283464,0.8690819233009704,0.8859581381877778,0.7703140556363771,1.0,1.0,0.6565656565656566,0.7144340602284528,0.8541666666666666,0.8584070796460177,1.0,1.0,0.7214953271028037,0.9285714285714286,0.9828571428571429,0.7592592592592593,1.0,0.8095238095238095,1.0,0.7214953271028037,0.625,0.7056410256410256,0.6721311475409836,0.8584070796460177,0.8095238095238095
CRF18,video63,3433,0.850276725895718,0.7257605715018911,0.7705042669896339,0.5801685102255775,1.0,0.9865900383141762,0.8490566037735849,0.9654846335697399,0.8484848484848485,0.2542372881355932,0.17647058823529413,0.6583333333333333,0.8743633276740238,1.0,0.8936542669584245,0.45161290322580644,0.9905660377358491,0.525,0.6583333333333333,0.8640939597315436,0.8490566037735849,0.8659881255301103,0.417910447761194,0.2536231884057971,0.15217391304347827
CRF18,video64,2398,0.8911592994161801,0.8654443859248857,0.9026113070323637,0.7843917491842419,0.7349397590361446,1.0,0.7844827586206896,0.801762114537445,0.8558558558558559,0.9056603773584906,0.9754098360655737,1.0,0.8513257575757576,0.883495145631068,0.9528795811518325,0.9313725490196079,0.8044692737430168,0.8947368421052632,0.7349397590361446,0.8513257575757576,0.7109375,0.7711864406779662,0.8050847457627118,0.7422680412371134,0.875
CRF18,video65,1873,0.9375333689268553,0.7170867982538163,0.7801367713543499,0.6637005838961887,1.0,0.971815107102593,0.7588652482269503,0.9979550102249489,0.8222222222222222,0.0,0.46875,0.7831325301204819,0.9631284916201117,0.9907407407407407,0.9644268774703557,0.9487179487179487,0.0,0.8108108108108109,0.7831325301204819,0.9369565217391305,0.7535211267605634,0.9625246548323472,0.7872340425531915,0.0,0.4225352112676056
CRF18,video66,1824,0.9599780701754386,0.8968884835511431,0.9122998112893853,0.8312653807478511,0.78125,0.989247311827957,0.8947368421052632,0.9861878453038674,0.8823529411764706,0.7444444444444445,1.0,1.0,0.989247311827957,0.95625,0.9821182943603851,0.7228915662650602,0.7790697674418605,0.9565217391304348,0.78125,0.9787234042553191,0.8595505617977528,0.9687924016282226,0.6593406593406593,0.6146788990825688,0.9565217391304348
CRF18,video67,2353,0.9116022099447514,0.8147545074398244,0.9192557380952247,0.7453537484211407,0.9738562091503268,0.9492502883506344,0.8320610687022901,0.9965596330275229,0.6422018348623854,0.30935251798561153,1.0,0.772020725388601,0.9670975323149236,1.0,0.8777777777777778,0.8860759493670886,1.0,0.9318181818181818,0.7563451776649747,0.9195530726256983,0.8320610687022901,0.8751258811681772,0.5932203389830508,0.30935251798561153,0.9318181818181818
