train_condition,test_condition,video,frames,accuracy,precision_macro,recall_macro,f1_macro,jaccard_macro,prec_Preparation,rec_Preparation,f1_Preparation,jac_Preparation,prec_CalotTriangleDissection,rec_CalotTriangleDissection,f1_CalotTriangleDissection,jac_CalotTriangleDissection,prec_ClippingCutting,rec_ClippingCutting,f1_ClippingCutting,jac_ClippingCutting,prec_GallbladderDissection,rec_GallbladderDissection,f1_GallbladderDissection,jac_GallbladderDissection,prec_GallbladderPackaging,rec_GallbladderPackaging,f1_GallbladderPackaging,jac_GallbladderPackaging,prec_CleaningCoagulation,rec_CleaningCoagulation,f1_CleaningCoagulation,jac_CleaningCoagulation,prec_GallbladderRetraction,rec_GallbladderRetraction,f1_GallbladderRetraction,jac_GallbladderRetraction
Original,Original,video49,1671,0.9204069419509275,0.8894692917391708,0.901681217939754,0.8851821908812417,0.8004979311829109,1.0,0.6333333333333333,0.7755102040816326,0.6333333333333333,0.9071618037135278,0.9023746701846965,0.9047619047619048,0.8260869565217391,0.6703296703296703,0.9682539682539683,0.7922077922077921,0.6559139784946236,0.9675090252707581,0.92573402417962,0.9461606354810239,0.897822445561139,0.851063829787234,0.9195402298850575,0.8839779005524862,0.7920792079207921,0.9354838709677419,0.9741602067183462,0.9544303797468354,0.9128329297820823,0.8947368421052632,0.9883720930232558,0.9392265193370165,0.8854166666666666
Original,Original,video50,1094,0.9040219378427788,0.7794354838709677,0.622718724570183,0.641840267344336,0.5574623681275562,1.0,0.13432835820895522,0.2368421052631579,0.13432835820895522,0.8935483870967742,0.9702276707530648,0.9303106633081445,0.869701726844584,0.8125,0.7428571428571429,0.7761194029850748,0.6341463414634146,0.9473684210526315,0.9759036144578314,0.9614243323442137,0.9257142857142857,0.8026315789473685,1.0,0.8905109489051095,0.8026315789473685,0.0,0.0,0.0,0.0,1.0,0.5357142857142857,0.6976744186046512,0.5357142857142857
Original,Original,video51,2944,0.7296195652173914,0.8594024972417292,0.8169073853461651,0.8122056970053012,0.7046598802141167,1.0,0.9327731092436975,0.9652173913043478,0.9327731092436975,0.9676113360323887,0.6350752878653676,0.7668449197860963,0.6218560277536861,0.8214285714285714,0.47310126582278483,0.6004016064257027,0.42898134863701576,0.46985121378230227,0.9966777408637874,0.6386375731772219,0.4691164972634871,0.9072164948453608,0.946236559139785,0.9263157894736843,0.8627450980392157,0.9042553191489362,0.9090909090909091,0.9066666666666666,0.8292682926829268,0.9454545454545454,0.8253968253968254,0.8813559322033897,0.7878787878787878
Original,Original,video52,1966,0.9404883011190234,0.9499465995030102,0.9373093344720662,0.938128265266024,0.8882411403074907,0.9734513274336283,1.0,0.9865470852017937,0.9734513274336283,0.8365896980461812,0.9936708860759493,0.9083895853423336,0.8321554770318021,0.9914163090128756,0.7064220183486238,0.8250000000000001,0.7021276595744681,0.9871134020618557,0.9770408163265306,0.9820512820512821,0.964735516372796,0.8701298701298701,1.0,0.9305555555555556,0.8701298701298701,0.9909255898366606,0.9927272727272727,0.9918256130790191,0.9837837837837838,1.0,0.8913043478260869,0.9425287356321839,0.8913043478260869
Original,Original,video53,3283,0.8681084374048127,0.7585746068110069,0.8654348675159754,0.7596203745203879,0.6449061847782465,1.0,0.7910447761194029,0.8833333333333333,0.7910447761194029,0.9811320754716981,0.8065693430656934,0.885327991987982,0.7942497753818508,0.4473684210526316,1.0,0.6181818181818182,0.4473684210526316,0.9976095617529881,0.9392348087021756,0.9675425038639877,0.937125748502994,0.2366412213740458,1.0,0.38271604938271603,0.2366412213740458,0.8267581475128645,0.8100840336134454,0.8183361629881154,0.6925287356321839,0.8205128205128205,0.7111111111111111,0.7619047619047619,0.6153846153846154
Original,Original,video54,3100,0.9212903225806451,0.9309108975675736,0.8739781698558763,0.8846420671422617,0.8059876020493489,1.0,0.496,0.6631016042780749,0.496,0.8551873198847262,1.0,0.9219417475728156,0.8551873198847262,0.9826589595375722,0.8717948717948718,0.9239130434782608,0.8585858585858586,1.0,0.8485181119648738,0.9180522565320666,0.8485181119648738,0.7156862745098039,1.0,0.8342857142857142,0.7156862745098039,0.9818913480885312,0.9818913480885312,0.9818913480885312,0.9644268774703557,0.9809523809523809,0.9196428571428571,0.9493087557603686,0.9035087719298246
Original,Original,video55,1037,0.9247830279652844,0.8877056681702429,0.8730085956051136,0.8641239460204057,0.7777552925741117,1.0,1.0,1.0,1.0,0.9544513457556936,1.0,0.9766949152542372,0.9544513457556936,0.8636363636363636,0.7215189873417721,0.786206896551724,0.6477272727272727,1.0,0.908256880733945,0.9519230769230769,0.908256880733945,0.9038461538461539,0.8703703703703703,0.8867924528301887,0.7966101694915254,0.5232558139534884,0.9782608695652174,0.6818181818181819,0.5172413793103449,0.96875,0.6326530612244898,0.7654320987654322,0.62
Original,Original,video56,1834,0.8047982551799345,0.8250476860227799,0.8151179572952776,0.78382803118403,0.6564736865131755,1.0,0.38095238095238093,0.5517241379310345,0.38095238095238093,0.9143610013175231,0.7797752808988764,0.8417222559126744,0.7267015706806282,0.6666666666666666,1.0,0.8,0.6666666666666666,0.7124394184168013,0.8480769230769231,0.7743634767339772,0.6318051575931232,0.5979381443298969,1.0,0.7483870967741935,0.5979381443298969,0.8839285714285714,0.9519230769230769,0.9166666666666665,0.8461538461538461,1.0,0.7450980392156863,0.8539325842696629,0.7450980392156863
Original,Original,video57,2632,0.8514437689969605,0.8570074921185281,0.8863166015911517,0.8527277907708143,0.7630743114913858,0.993006993006993,0.9793103448275862,0.986111111111111,0.9726027397260274,0.9940915805022157,0.686734693877551,0.8123114061557031,0.6839430894308943,0.4206896551724138,0.9289340101522843,0.579113924050633,0.40757238307349664,0.8999008919722498,0.9816216216216216,0.9389865563598759,0.884990253411306,0.8241758241758241,0.9259259259259259,0.872093023255814,0.7731958762886598,0.8671875,0.7762237762237763,0.8191881918819188,0.69375,1.0,0.9254658385093167,0.9612903225806452,0.9254658385093167
Original,Original,video58,5993,0.6671116302352745,0.72775171519369,0.7485756565119502,0.7012998047012597,0.5556331597971028,0.8837209302325582,0.475,0.6178861788617886,0.4470588235294118,0.9553903345724907,0.5311485090050192,0.6827324478178367,0.5182944396427542,0.3111760409057706,0.6320474777448071,0.41703377386196766,0.2634508348794063,0.6015843429636533,0.973604826546003,0.743663594470046,0.5919303071985328,0.6704545454545454,1.0,0.8027210884353742,0.6704545454545454,0.8122866894197952,0.8782287822878229,0.8439716312056738,0.7300613496932515,0.8596491228070176,0.75,0.8010899182561307,0.6681818181818182
